Pax_key,Bag_Cnt,Bag_Wt_Msr,Unit_Qual_Cd,Wt_Knw_Ind,Pool_Ind
W_Sat_BR_3310_2002498800007800,2,36,K,WK,NP 
W_Sat_BR_3310_2002499A0001C114,3,52,K,WK,NP 
W_Sat_BR_3310_2002592100079DC1,0,0,*,*,YP 
W_Sat_BR_3310_2002595C0009BDFF,1,17,K,WK,NP 
W_Sat_BR_3310_2002597300021CB2,1,12,K,WK,NP 
W_Sat_BR_3310_2002597E00089044,2,33,K,WK,NP 
W_Sat_BR_3310_2002599500019005,1,11,K,WK,NP 
W_Sat_BR_3310_200259A20000E0A3,1,26,K,WK,NP 
W_Sat_BR_3310_200259A20001E60A,2,45,K,WK,NP 
W_Sat_BR_3310_2002689F000386FA,2,43,K,WK,NP 
W_Sat_BR_3310_2002693A00017551,1,32,K,WK,NP 
W_Sat_BR_3310_2002698C0002E3D7,2,46,K,WK,NP 
W_Sat_BR_3310_2002698E0000DF97,1,19,K,WK,NP 
W_Sat_BR_3310_200269950002E522,2,35,K,WK,NP 
W_Sat_BR_3310_20026998000298FF,6,106,K,WK,YP 
W_Sat_BR_3310_2002699900005432,2,24,K,WK,NP 
W_Sat_BR_3310_2002699B000033E0,2,32,K,WK,NP 
W_Sat_BR_3310_200278A600010970,3,53,K,WK,NP 
W_Sat_BR_3310_2002790100016E21,3,69,K,WK,YP 
W_Sat_BR_3310_200279680000D65B,1,20,K,WK,NP 
W_Sat_BR_3310_2002799300037AD4,0,0,*,*,YP 
W_Sat_BR_3310_2002799400075F5C,2,41,K,WK,NP 
W_Sat_BR_3310_200279960001F54A,2,35,K,WK,NP 
W_Sat_BR_3310_2002799B0002879E,0,0,*,*,YP 
W_Sat_BR_3310_2002799B0002D70B,6,119,K,WK,NP 
W_Sat_BR_3310_2002799E00030A5B,2,46,K,WK,NP 
W_Sat_BR_3310_200288880002A3F7,1,20,K,WK,NP 
W_Sat_BR_3310_200288A6000154C8,2,36,K,WK,NP 
W_Sat_BR_3310_200288BB0002BDFE,3,59,K,WK,YP 
W_Sat_BR_3310_200288BC0000E4FA,2,35,K,WK,NP 
W_Sat_BR_3310_200288C200002DD4,1,17,K,WK,NP 
W_Sat_BR_3310_2002896C00020FE1,0,0,*,*,YP 
W_Sat_BR_3310_200289730007A348,2,35,K,WK,NP 
W_Sat_BR_3310_200289810001776E,2,43,K,WK,NP 
W_Sat_BR_3310_200289820001658B,1,20,K,WK,NP 
W_Sat_BR_3310_200289820001F48A,2,46,K,WK,NP 
W_Sat_BR_3310_200289A000009E79,2,32,K,WK,YP 
W_Sat_BR_3310_2002990900014A3D,2,43,K,WK,NP 
W_Sat_BR_3310_20029987000706AF,2,29,K,WK,NP 
W_Sat_BR_3310_200299A1000A7336,2,39,K,WK,YP 
W_Sat_BR_3310_2003093B0002F2D0,2,45,K,WK,NP 
W_Sat_BR_3310_2003096D0001911E,1,12,K,WK,NP 
W_Sat_BR_3310_20030971000072F2,10,171,K,WK,YP 
W_Sat_BR_3310_20030981000A43BA,1,18,K,WK,NP 
W_Sat_BR_3310_2003098A00009918,2,54,K,WK,NP 
W_Sat_BR_3310_200509B30007F48D,1,14,K,WK,NP 
W_Sat_BR_3310_20050A03000A445F,3,52,K,WK,NP 
W_Sat_BR_3310_20050A03000AB0A0,1,21,K,WK,NP 
W_Sat_BR_3310_20050A1F000CDC4C,1,20,K,WK,NP 
W_Sat_BR_3310_20050A4F0000F661,5,87,K,WK,YP 
W_Sat_BR_3310_20051A270000FF4C,3,53,K,WK,NP 
W_Sat_BR_3310_20051A35000101E1,1,10,K,WK,NP 
W_Sat_BR_3310_20051A3900051B11,1,24,K,WK,NP 
W_Sat_BR_3310_200529B60009CB94,0,0,*,*,YP 
W_Sat_BR_3310_20052A1300017F5E,3,67,K,WK,YP 
W_Sat_BR_3310_20052A2000078B1D,2,29,K,WK,NP 
W_Sat_BR_3310_20052A2E00071D48,2,46,K,WK,NP 
W_Sat_BR_3310_20052A3E0003858F,2,42,K,WK,NP 
W_Sat_BR_3310_20052A410000E8B5,2,43,K,WK,YP 
W_Sat_BR_3310_20052A4A00036035,2,33,K,WK,NP 
W_Sat_BR_3310_20052A4A000749EB,1,17,K,WK,NP 
W_Sat_BR_3310_20053A03000AFC5B,2,33,K,WK,NP 
W_Sat_BR_3310_20053A230001D21F,2,42,K,WK,NP 
W_Sat_BR_3310_20053A2F00030794,0,0,*,*,YP 
W_Sat_BR_3310_20053A5300018025,2,41,K,WK,NP 
W_Sat_BR_3310_200549F100053CC6,2,30,K,WK,NP 
W_Sat_BR_3310_20054A2400008B56,1,15,K,WK,NP 
W_Sat_BR_3310_20054A510002E94F,2,25,K,WK,NP 
W_Sat_BR_3310_20054A570001B48E,1,29,K,WK,NP 
W_Sat_BR_3310_200559E100024E38,1,16,K,WK,NP 
W_Sat_BR_3310_20055A0D0000569E,4,92,K,WK,YP 
W_Sat_BR_3310_20055A4C0000FFF4,1,16,K,WK,NP 
W_Sat_BR_3310_20055A500001A558,2,12,K,WK,NP 
W_Sat_BR_3310_20055A5100095A55,1,20,K,WK,NP 
W_Sat_BR_3310_200569C80001F794,0,0,*,*,YP 
W_Sat_BR_3310_20056A140001D496,3,53,K,WK,NP 
W_Sat_BR_3310_20056A220003AD11,0,0,*,*,YP 
W_Sat_BR_3310_20056A4300075BDE,1,28,K,WK,NP 
W_Sat_BR_3310_20056A5A0001DF44,1,16,K,WK,NP 
W_Sat_BR_3310_200589EA00083C57,1,18,K,WK,NP 
W_Sat_BR_3310_200589F00001BBC8,1,13,K,WK,NP 
W_Sat_BR_3310_20058A4B00005D36,6,114,K,WK,YP 
W_Sat_BR_3310_20058A4E00017CE3,3,33,K,WK,NP 
W_Sat_BR_3310_20058A5700027DFB,2,19,K,WK,NP 
W_Sat_BR_3310_200599FE0004085B,2,61,K,WK,NP 
W_Sat_BR_3310_20059A00000722F8,1,17,K,WK,NP 
W_Sat_BR_3310_20059A0C000753BB,2,29,K,WK,NP 
W_Sat_BR_3310_20059A130009652D,4,76,K,WK,NP 
W_Sat_BR_3310_20059A2C00012B17,2,46,K,WK,NP 
W_Sat_BR_3310_20059A39000440CD,3,67,K,WK,NP 
W_Sat_BR_3310_20059A5B00035B45,4,90,K,WK,YP 
W_Sat_BR_3310_2005AA0D000246F3,1,10,K,WK,NP 
W_Sat_BR_3310_2005AA4A0000E33B,2,26,K,WK,NP 
W_Sat_BR_3310_2005AA4B00006F03,2,38,K,WK,NP 
W_Sat_BR_3310_2005AA4B000191DF,6,138,K,WK,YP 
W_Sat_BR_3310_2005AA520001FE14,3,79,K,WK,NP 
W_Sat_BR_3310_2005AA5800028A08,2,32,K,WK,NP 
W_Sat_BR_3310_2005B9DC00046A0D,1,20,K,WK,NP 
W_Sat_BR_3310_2005BA2100025100,2,46,K,WK,NP 
W_Sat_BR_3310_2005BA3F0000C00E,2,35,K,WK,NP 
W_Sat_BR_3310_2005BA430000D7BB,2,33,K,WK,NP 
W_Sat_BR_3310_2005BA5300021F3C,1,18,K,WK,NP 
W_Sat_BR_3310_2005BA5B0000A712,1,24,K,WK,NP 
W_Sat_BR_3310_2005CA08000801C3,3,77,K,WK,NP 
W_Sat_BR_3310_2005CA09000682EA,2,35,K,WK,NP 
W_Sat_BR_3310_2005CA0B0000E335,2,41,K,WK,NP 
W_Sat_BR_3310_2005CA14000227CB,1,23,K,WK,NP 
W_Sat_BR_3310_2005CA2E0000D89C,2,58,K,WK,NP 
W_Sat_BR_3310_2005CA490002A3BB,2,45,K,WK,NP 
W_Sat_BR_3310_2005CA530003A2BB,4,46,K,WK,NP 
W_Sat_BR_3310_2005CA540000627A,1,18,K,WK,NP 
W_Sat_BR_3310_2005CA570002D4D4,2,29,K,WK,NP 
W_Sat_BR_3310_2005D9CA00079330,2,40,K,WK,NP 
W_Sat_BR_3310_2005D9F80001151A,3,49,K,WK,NP 
W_Sat_BR_3310_2005DA0B000BDF40,1,16,K,WK,NP 
W_Sat_BR_3310_2005DA320000DCC7,2,21,K,WK,NP 
W_Sat_BR_3310_2005DA450001C256,1,4,K,WK,NP 
W_Sat_BR_3310_2005DA460000F671,2,41,K,WK,NP 
W_Sat_BR_3310_2005DA570009E370,2,42,K,WK,NP 
W_Sat_BR_3310_2005EA160006AF29,2,64,K,WK,NP 
W_Sat_BR_3310_2005EA270000BF7F,2,28,K,WK,NP 
W_Sat_BR_3310_2005EA4500029A2D,1,20,K,WK,NP 
W_Sat_BR_3310_2005EA5200062ECB,0,0,*,*,YP 
W_Sat_BR_3310_2005F9CA0001126C,1,29,K,WK,NP 
W_Sat_BR_3310_2005F9DE0000BE10,1,11,K,WK,NP 
W_Sat_BR_3310_2005FA0400081E08,0,0,*,*,YP 
W_Sat_BR_3310_2005FA0D00018F19,2,35,K,WK,NP 
W_Sat_BR_3310_2005FA22000902FC,1,19,K,WK,NP 
W_Sat_BR_3310_2005FA270005D4D8,1,20,K,WK,NP 
W_Sat_BR_3310_2005FA2D00007DF8,1,21,K,WK,NP 
W_Sat_BR_3310_2005FA36000021B9,1,12,K,WK,NP 
W_Sat_BR_3310_2005FA3600040271,3,53,K,WK,NP 
W_Sat_BR_3310_2005FA4B00012906,3,53,K,WK,NP 
W_Sat_BR_3310_2005FA4E0002D18C,2,34,K,WK,NP 
W_Sat_BR_3310_200609FA0001BD3A,1,17,K,WK,NP 
W_Sat_BR_3310_20060A1A000B5B89,1,19,K,WK,NP 
W_Sat_BR_3310_20060A220001AC7A,2,40,K,WK,NP 
W_Sat_BR_3310_20060A2D00077F9B,0,0,*,*,YP 
W_Sat_BR_3310_20060A4900000D70,2,46,K,WK,NP 
W_Sat_BR_3310_20060A540000DD5F,2,47,K,WK,NP 
W_Sat_BR_3310_200619A400013D6D,1,19,K,WK,NP 
W_Sat_BR_3310_20061A010000E028,3,53,K,WK,NP 
W_Sat_BR_3310_20061A2E000164C5,2,42,K,WK,NP 
W_Sat_BR_3310_200629F10009E7E6,2,46,K,WK,NP 
W_Sat_BR_3310_20062A190000B342,1,29,K,WK,NP 
W_Sat_BR_3310_20062A1D0001C813,2,45,K,WK,NP 
W_Sat_BR_3310_20062A1F00082E53,2,54,K,WK,NP 
W_Sat_BR_3310_20062A290007070D,2,37,K,WK,NP 
W_Sat_BR_3310_20062A540001F415,2,47,K,WK,NP 
W_Sat_BR_3310_2022299500015B3E,3,46,K,WK,YP 
W_Sat_BR_3310_2022299D000305C5,2,46,K,WK,NP 
W_Sat_BR_3310_2022299E000260C3,0,0,*,*,YP 
W_Sat_BR_3310_2032098D000025B3,2,33,K,WK,NP 
W_Sat_BR_3310_2032098E0000B5C1,2,44,K,WK,NP 
W_Sat_BR_3310_2032099A0004DEB1,2,28,K,WK,NP 
W_Sat_BR_3310_2032099F0006DC6D,1,11,K,WK,NP 
W_Sat_BR_3310_203209A100008CDE,3,53,K,WK,NP 
W_Sat_BR_3310_2040393500035ABC,3,71,K,WK,NP 
W_Sat_BR_3310_2040396200010B54,2,45,K,WK,NP 
W_Sat_BR_3310_2040396C0001961F,2,43,K,WK,NP 
W_Sat_BR_3310_204039810000D309,0,0,*,*,YP 
W_Sat_BR_3310_2040398400007AFD,1,19,K,WK,NP 
W_Sat_BR_3310_2040399C00032DD9,1,15,K,WK,NP 
W_Sat_BR_3310_20404873000397F9,2,37,K,WK,NP 
W_Sat_BR_3310_204048D400037292,2,37,K,WK,NP 
W_Sat_BR_3310_2040493400021EE2,1,18,K,WK,NP 
W_Sat_BR_3310_2040493A000A4898,2,41,K,WK,NP 
W_Sat_BR_3310_2040494300021C50,2,42,K,WK,NP 
W_Sat_BR_3310_2040495300000D17,0,0,*,*,YP 
W_Sat_BR_3310_20404990000715F3,2,46,K,WK,NP 
W_Sat_BR_3310_2040499E000154C9,2,56,K,WK,NP 
W_Sat_BR_3310_204358D40002ECFA,1,19,K,WK,NP 
W_Sat_BR_3310_204358E0000280F8,2,27,K,WK,NP 
W_Sat_BR_3310_204358F200093E93,3,52,K,WK,NP 
W_Sat_BR_3310_2043595F0000ABD0,2,54,K,WK,NP 
W_Sat_BR_3310_2043597E00007DAB,0,0,*,*,YP 
W_Sat_BR_3310_20435993000A6461,1,21,K,WK,NP 
W_Sat_BR_3310_2050499C00004D39,2,43,K,WK,NP 
W_Sat_BR_3310_206048A600075FBA,1,22,K,WK,NP 
W_Sat_BR_3310_2060491100000856,0,0,*,*,YP 
W_Sat_BR_3310_20604920000824CD,0,0,*,*,YP 
W_Sat_BR_3310_206049350009B418,1,28,K,WK,NP 
W_Sat_BR_3310_206049370000FC38,2,46,K,WK,NP 
W_Sat_BR_3310_206049790003E32C,5,106,K,WK,YP 
W_Sat_BR_3310_2060498000012608,2,44,K,WK,NP 
W_Sat_BR_3310_2060499A000287CA,2,31,K,WK,NP 
W_Sat_BR_3310_2060499E00009166,1,23,K,WK,NP 
W_Sat_BR_3310_2060499F000660A3,4,75,K,WK,YP 
W_Sat_BR_3310_2063290F0007BA32,1,25,K,WK,NP 
W_Sat_BR_3310_20632918000AB331,1,12,K,WK,NP 
W_Sat_BR_3310_206329510005C0D6,2,43,K,WK,NP 
W_Sat_BR_3310_2063296C0002190C,0,0,*,*,YP 
W_Sat_BR_3310_206329900003351C,1,14,K,WK,NP 
W_Sat_BR_3310_2063299600008CCC,2,26,K,WK,NP 
W_Sat_BR_3310_2063299B0003780C,1,9,K,WK,NP 
W_Sat_BR_3310_30032A1200004D3D,1,20,K,WK,NP 
W_Sat_BR_3310_30033917000059E8,1,10,K,WK,NP 
W_Sat_BR_3310_3003491200002F09,2,32,K,WK,NP 
W_Sat_BR_3310_300349120000D2B1,2,35,K,WK,NP 
W_Sat_BR_3310_3003491200010301,0,0,*,*,YP 
W_Sat_BR_3310_3003696600003359,1,26,K,WK,NP 
W_Sat_BR_3310_3003988300004759,2,31,K,WK,NP 
W_Sat_BR_3310_30039A12000081AB,3,60,K,WK,NP 
W_Sat_BR_3310_30039A12000081B9,3,53,K,WK,NP 
W_Sat_BR_3310_3003A99700003916,3,53,K,WK,NP 
W_Sat_BR_3310_3003B9B20000162E,1,5,K,WK,NP 
W_Sat_BR_3310_3003B9B200003FB0,1,11,K,WK,NP 
W_Sat_BR_3310_3003B9B20000A5AB,2,43,K,WK,NP 
W_Sat_BR_3310_3003C9720000B79A,1,25,K,WK,NP 
W_Sat_BR_3310_3003D9820000475C,2,28,K,WK,NP 
W_Sat_BR_3310_3003E90E0000579F,1,9,K,WK,NP 
W_Sat_BR_3310_3003E9150000406E,3,49,K,WK,NP 
W_Sat_BR_3310_3003E91500004E92,2,36,K,WK,NP 
W_Sat_BR_3310_3003E91500004EEE,0,0,*,*,YP 
W_Sat_BR_3310_3003E9150000CF6C,2,46,K,WK,NP 
W_Sat_BR_3310_3003E9150000E2AB,7,165,K,WK,NP 
W_Sat_BR_3310_3003F9B000006300,4,68,K,WK,YP 
W_Sat_BR_3310_300409170000452A,2,40,K,WK,NP 
W_Sat_BR_3310_30040917000048CE,1,21,K,WK,NP 
W_Sat_BR_3310_30040917000062FE,4,76,K,WK,NP 
W_Sat_BR_3310_3004092C000085C4,1,19,K,WK,NP 
W_Sat_BR_3310_3004092C000085CD,1,13,K,WK,NP 
W_Sat_BR_3310_3004092E0000990F,2,46,K,WK,NP 
W_Sat_BR_3310_3004098200003C7D,0,0,*,*,YP 
W_Sat_BR_3310_30040A1F0000438F,2,46,K,WK,NP 
W_Sat_BR_3310_30041934000004E3,2,34,K,WK,NP 
W_Sat_BR_3310_3004196600007CD9,1,10,K,WK,NP 
W_Sat_BR_3310_300429130000365A,2,46,K,WK,NP 
W_Sat_BR_3310_3004291500001061,2,25,K,WK,NP 
W_Sat_BR_3310_3004595800001C07,1,20,K,WK,NP 
W_Sat_BR_3310_3004895500000152,0,0,*,*,YP 
W_Sat_BR_3310_30048A29000020F0,1,26,K,WK,NP 
W_Sat_BR_3310_3004994900002E9C,2,30,K,WK,NP 
W_Sat_BR_3310_30049A2E00000040,2,45,K,WK,NP 
W_Sat_BR_3313_10ACB200002D7456,0,0,*,*,YP 
W_Sat_BR_3313_10ACB200002EB496,0,0,*,*,YP 
W_Sat_BR_3313_10D5A000002E0006,0,0,*,*,YP 
W_Sat_BR_3313_200198CB000039BB,0,0,*,*,YP 
W_Sat_BR_3313_2001992000013118,0,0,*,*,YP 
W_Sat_BR_3313_2001992A000B1CFC,0,0,*,*,YP 
W_Sat_BR_3313_2001994A00056954,2,31,K,WK,NP 
W_Sat_BR_3313_200199640007703B,3,63,K,WK,NP 
W_Sat_BR_3313_20019968000302D9,1,21,K,WK,NP 
W_Sat_BR_3313_200199870004BC58,0,0,*,*,YP 
W_Sat_BR_3313_2001999A000072A8,0,0,*,*,YP 
W_Sat_BR_3313_2001999E0000CD19,1,22,K,WK,NP 
W_Sat_BR_3313_200208F70005477E,0,0,*,*,YP 
W_Sat_BR_3313_200209320001B759,0,0,*,*,YP 
W_Sat_BR_3313_2002096A0006012D,1,20,K,WK,NP 
W_Sat_BR_3313_200209730001C40E,1,13,K,WK,NP 
W_Sat_BR_3313_2002098000013078,1,20,K,WK,NP 
W_Sat_BR_3313_200209900002CED6,3,80,K,WK,NP 
W_Sat_BR_3313_2002191A0000FCB9,1,20,K,WK,NP 
W_Sat_BR_3313_20021924000569F1,1,21,K,WK,NP 
W_Sat_BR_3313_2002196F0001B5F7,1,20,K,WK,NP 
W_Sat_BR_3313_2002197900023D3C,1,20,K,WK,NP 
W_Sat_BR_3313_2002198500032B2C,2,34,K,WK,NP 
W_Sat_BR_3313_200219870001C766,0,0,*,*,YP 
W_Sat_BR_3313_200219880004B8C3,0,0,*,*,YP 
W_Sat_BR_3313_200219940000F34E,2,39,K,WK,NP 
W_Sat_BR_3313_2002199B0007B991,2,25,K,WK,NP 
W_Sat_BR_3313_2002199C000331D7,8,127,K,WK,YP 
W_Sat_BR_3313_200219A1000A844E,5,88,K,WK,YP 
W_Sat_BR_3313_200228CB00057852,4,55,K,WK,YP 
W_Sat_BR_3313_200228F50008C2E9,0,0,*,*,YP 
W_Sat_BR_3313_2002290B00094F28,2,46,K,WK,YP 
W_Sat_BR_3313_2002296D0006F595,2,23,K,WK,NP 
W_Sat_BR_3313_200229790004F8E9,0,0,*,*,YP 
W_Sat_BR_3313_2002297D00037E8A,0,0,*,*,YP 
W_Sat_BR_3313_2002299A00019C04,6,120,K,WK,YP 
W_Sat_BR_3313_2002392A0005D8D7,2,28,K,WK,NP 
W_Sat_BR_3313_2002398B0001AB64,2,40,K,WK,NP 
W_Sat_BR_3313_2002398D0008451D,9,156,K,WK,YP 
W_Sat_BR_3313_200239910000EE1D,10,147,K,WK,YP 
W_Sat_BR_3313_2002399500003C20,0,0,*,*,YP 
W_Sat_BR_3313_200239A00000A276,2,32,K,WK,NP 
W_Sat_BR_3313_200249170004033A,2,22,K,WK,NP 
W_Sat_BR_3313_2002493B000390B1,0,0,*,*,YP 
W_Sat_BR_3313_200249410004E011,1,9,K,WK,NP 
W_Sat_BR_3313_200249480006FCBF,2,31,K,WK,NP 
W_Sat_BR_3313_200249650000A8E5,0,0,*,*,YP 
W_Sat_BR_3313_2002497E0003371B,2,46,K,WK,NP 
W_Sat_BR_3313_2002497F00030855,2,37,K,WK,YP 
W_Sat_BR_3313_200249810003DF78,0,0,*,*,YP 
W_Sat_BR_3313_2002498E00012984,2,22,K,WK,YP 
W_Sat_BR_3313_2002499A000A0F65,2,40,K,WK,NP 
W_Sat_BR_3313_2002591E00025EF1,0,0,*,*,YP 
W_Sat_BR_3313_2002594C000007A5,4,80,K,WK,YP 
W_Sat_BR_3313_200259670004272F,2,36,K,WK,NP 
W_Sat_BR_3313_2002596C0006ED13,2,29,K,WK,NP 
W_Sat_BR_3313_2002597A000458B0,4,77,K,WK,YP 
W_Sat_BR_3313_200259840001857B,0,0,*,*,YP 
W_Sat_BR_3313_200259880000863B,1,20,K,WK,NP 
W_Sat_BR_3313_20025993000479BB,1,20,K,WK,NP 
W_Sat_BR_3313_200259A100011DD6,2,35,K,WK,NP 
W_Sat_BR_3313_200269270001F639,1,18,K,WK,NP 
W_Sat_BR_3313_2002696B0009D694,9,232,K,WK,YP 
W_Sat_BR_3313_200269790000A1AC,2,64,K,WK,NP 
W_Sat_BR_3313_2002698B0000C84A,0,0,*,*,YP 
W_Sat_BR_3313_2002699E0001609C,0,0,*,*,YP 
W_Sat_BR_3313_2002699E00038FF9,0,0,*,*,YP 
W_Sat_BR_3313_2002797E0002CCC7,2,36,K,WK,NP 
W_Sat_BR_3313_2002799D0000C9E7,2,40,K,WK,NP 
W_Sat_BR_3313_200288F40000B91B,4,87,K,WK,YP 
W_Sat_BR_3313_2002890E00094E7E,1,15,K,WK,NP 
W_Sat_BR_3313_2002892B0003DEE5,3,41,K,WK,NP 
W_Sat_BR_3313_200289830000B7D9,4,89,K,WK,YP 
W_Sat_BR_3313_2002898D00090890,2,39,K,WK,YP 
W_Sat_BR_3313_200289900000727F,4,58,K,WK,YP 
W_Sat_BR_3313_200289A20000C0E0,0,0,*,*,YP 
W_Sat_BR_3313_2002988E00034002,1,24,K,WK,NP 
W_Sat_BR_3313_2002989C00044867,0,0,*,*,YP 
W_Sat_BR_3313_2002997B0001BA34,0,0,*,*,YP 
W_Sat_BR_3313_2002997E0000932E,1,22,K,WK,NP 
W_Sat_BR_3313_200299800006F485,1,11,K,WK,NP 
W_Sat_BR_3313_20029998000367F9,1,20,K,WK,NP 
W_Sat_BR_3313_2002999D0002D7D3,1,20,K,WK,NP 
W_Sat_BR_3313_200299A000079C7A,2,33,K,WK,NP 
W_Sat_BR_3313_200299A10004753D,2,40,K,WK,NP 
W_Sat_BR_3313_2003090100032F59,2,26,K,WK,NP 
W_Sat_BR_3313_2003093900006800,0,0,*,*,YP 
W_Sat_BR_3313_200309640003BAA9,1,20,K,WK,NP 
W_Sat_BR_3313_200309830001B0F2,1,20,K,WK,NP 
W_Sat_BR_3313_2003099D000848E6,0,0,*,*,YP 
W_Sat_BR_3313_200509E10001275E,1,25,K,WK,NP 
W_Sat_BR_3313_20050A01000623FA,1,15,K,WK,NP 
W_Sat_BR_3313_20050A020006C797,1,20,K,WK,NP 
W_Sat_BR_3313_20050A110006BED2,0,0,*,*,YP 
W_Sat_BR_3313_20050A1300002ADB,6,104,K,WK,YP 
W_Sat_BR_3313_20050A200001A90E,2,36,K,WK,NP 
W_Sat_BR_3313_20050A4F00019B12,2,40,K,WK,NP 
W_Sat_BR_3313_200519F60007AEA8,0,0,*,*,YP 
W_Sat_BR_3313_200519FC00012A27,0,0,*,*,YP 
W_Sat_BR_3313_20051A1C000519D3,1,15,K,WK,NP 
W_Sat_BR_3313_20051A2A00007BCB,1,24,K,WK,NP 
W_Sat_BR_3313_20051A310004BFCF,1,23,K,WK,NP 
W_Sat_BR_3313_20051A3400071F09,2,44,K,WK,YP 
W_Sat_BR_3313_20051A35000307E2,0,0,*,*,YP 
W_Sat_BR_3313_20051A370004CB60,2,40,K,WK,NP 
W_Sat_BR_3313_20051A3E00087BFC,1,22,K,WK,NP 
W_Sat_BR_3313_20051A420003466A,0,0,*,*,YP 
W_Sat_BR_3313_20051A51000339E3,1,20,K,WK,NP 
W_Sat_BR_3313_20051A5100036F8F,1,20,K,WK,NP 
W_Sat_BR_3313_200529DA000AD27C,0,0,*,*,YP 
W_Sat_BR_3313_20052A05000B0D0D,2,45,K,WK,NP 
W_Sat_BR_3313_20052A1D00011EE2,3,55,K,WK,NP 
W_Sat_BR_3313_20052A2100014DE5,2,31,K,WK,NP 
W_Sat_BR_3313_20052A4300025C2E,1,22,K,WK,NP 
W_Sat_BR_3313_20052A590003665A,1,14,K,WK,NP 
W_Sat_BR_3313_200539E200020D71,0,0,*,*,YP 
W_Sat_BR_3313_200539F1000A01C7,1,16,K,WK,NP 
W_Sat_BR_3313_20053A2C00034A59,1,20,K,WK,NP 
W_Sat_BR_3313_20053A38000821EC,2,18,K,WK,NP 
W_Sat_BR_3313_20053A49000121EB,1,21,K,WK,NP 
W_Sat_BR_3313_20053A4E00016001,2,39,K,WK,NP 
W_Sat_BR_3313_200549A40002F92E,2,31,K,WK,NP 
W_Sat_BR_3313_200549F800013285,2,41,K,WK,NP 
W_Sat_BR_3313_20054A0D0000EE43,1,20,K,WK,NP 
W_Sat_BR_3313_20054A1A00019512,1,21,K,WK,NP 
W_Sat_BR_3313_20054A310001D694,2,25,K,WK,NP 
W_Sat_BR_3313_20054A4500001266,2,27,K,WK,NP 
W_Sat_BR_3313_20054A5200010A90,0,0,*,*,YP 
W_Sat_BR_3313_20054A540001F58A,1,20,K,WK,NP 
W_Sat_BR_3313_200559BE00058641,1,10,K,WK,NP 
W_Sat_BR_3313_20055A2C0000058A,3,56,K,WK,NP 
W_Sat_BR_3313_20055A35000263D3,1,22,K,WK,NP 
W_Sat_BR_3313_20055A3B00026E2C,0,0,*,*,YP 
W_Sat_BR_3313_20055A4C0001C21D,6,118,K,WK,YP 
W_Sat_BR_3313_20056A2F000429B5,4,60,K,WK,NP 
W_Sat_BR_3313_20056A510000A3B5,2,37,K,WK,NP 
W_Sat_BR_3313_20056A54000A39FD,0,0,*,*,YP 
W_Sat_BR_3313_20056A59000ACD61,4,62,K,WK,YP 
W_Sat_BR_3313_200589A4000B2E1C,2,42,K,WK,YP 
W_Sat_BR_3313_200589C800056645,4,83,K,WK,YP 
W_Sat_BR_3313_200589ED00064A69,3,63,K,WK,YP 
W_Sat_BR_3313_20058A1300085843,1,20,K,WK,NP 
W_Sat_BR_3313_20058A2600009466,0,0,*,*,YP 
W_Sat_BR_3313_20058A3000009A4A,1,9,K,WK,NP 
W_Sat_BR_3313_20058A5A00021F38,1,14,K,WK,NP 
W_Sat_BR_3313_200599AA0001B05A,0,0,*,*,YP 
W_Sat_BR_3313_20059A3C0002F66F,0,0,*,*,YP 
W_Sat_BR_3313_20059A400000D97A,2,37,K,WK,NP 
W_Sat_BR_3313_20059A4500040697,2,22,K,WK,NP 
W_Sat_BR_3313_20059A5800013B31,1,23,K,WK,NP 
W_Sat_BR_3313_2005A9E100089E6E,0,0,*,*,YP 
W_Sat_BR_3313_2005A9EF000883B5,2,20,K,WK,NP 
W_Sat_BR_3313_2005A9F600014159,0,0,*,*,YP 
W_Sat_BR_3313_2005AA3100019E6C,0,0,*,*,YP 
W_Sat_BR_3313_2005AA440001B529,1,20,K,WK,NP 
W_Sat_BR_3313_2005AA480001174C,3,40,K,WK,YP 
W_Sat_BR_3313_2005B9E700030F60,2,34,K,WK,YP 
W_Sat_BR_3313_2005B9F800064997,2,38,K,WK,YP 
W_Sat_BR_3313_2005BA050008A1C5,2,37,K,WK,YP 
W_Sat_BR_3313_2005BA1C00098442,2,25,K,WK,NP 
W_Sat_BR_3313_2005BA260000A6B2,2,34,K,WK,NP 
W_Sat_BR_3313_2005BA380003FC39,1,20,K,WK,NP 
W_Sat_BR_3313_2005BA3B0002AEB1,2,31,K,WK,NP 
W_Sat_BR_3313_2005BA3D000231C8,2,40,K,WK,NP 
W_Sat_BR_3313_2005BA460001C8B8,0,0,*,*,YP 
W_Sat_BR_3313_2005C9C700013403,3,43,K,WK,NP 
W_Sat_BR_3313_2005C9E2000815BA,4,80,K,WK,YP 
W_Sat_BR_3313_2005CA0600012EB7,12,145,K,WK,YP 
W_Sat_BR_3313_2005CA2D0000BE0F,2,42,K,WK,YP 
W_Sat_BR_3313_2005CA360009A388,0,0,*,*,YP 
W_Sat_BR_3313_2005CA4200027E49,2,46,K,WK,NP 
W_Sat_BR_3313_2005D9BD0002C621,2,46,K,WK,NP 
W_Sat_BR_3313_2005DA2500036838,2,37,K,WK,NP 
W_Sat_BR_3313_2005DA440004DCFF,2,40,K,WK,NP 
