Tvl_Seq,Seg_Id,OD_Grp_Id,Ori_Region_Desc,Dest_Region_Desc,Dep_Region_Desc,Arr_Region_Desc
110308648,5,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110310010,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110311345,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110311484,10,2,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
110312114,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110312582,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
110314593,6,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110314593,7,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110315238,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110315238,4,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110315317,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110317081,5,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
110317256,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110317670,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110319312,4,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110320068,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110323770,14,3,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110324031,1,1,CHINA,TAIWAN,CHINA,TAIWAN
110324577,2,2,CHINA,TAIWAN,CHINA,TAIWAN
110325658,10,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
110326171,3,2,N. AMERICA,HKG/MFM,N. AMERICA,HKG/MFM
110326799,11,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110327311,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110327897,3,3,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110330747,5,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
110330900,12,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
110331426,1,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
110333193,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110333244,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110335083,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110335091,3,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
110337293,8,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
110337901,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110339827,3,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110339918,9,4,S. E. ASIA,S. W. PACIFIC,S. E. ASIA,S. W. PACIFIC
110340193,8,2,N. AMERICA,JAPAN/KOREA,N. AMERICA,JAPAN/KOREA
110340289,26,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110342723,1,1,CHINA,TAIWAN,CHINA,TAIWAN
110343751,2,2,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
110343886,4,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
110344186,4,2,HKG/MFM,N. AMERICA,HKG/MFM,N. AMERICA
110344381,6,2,TAIWAN,CHINA,TAIWAN,CHINA
110344523,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110344729,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110344839,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110345386,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110346004,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110346387,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110346387,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110346695,4,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
110346695,5,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
110347902,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110348297,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110348429,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,EUROPE
110348473,9,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110348473,11,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110348778,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,TAIWAN
110349148,3,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110349269,4,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110351343,3,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110352075,2,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110352896,3,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110353449,7,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110354273,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110355139,7,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110355371,2,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110355746,3,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110357640,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110358011,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110358744,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110361294,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110363095,7,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110363936,9,2,CHINA,TAIWAN,CHINA,TAIWAN
110365517,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110365706,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110365815,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
110366048,1,1,CHINA,TAIWAN,CHINA,TAIWAN
110366329,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
110366396,4,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
110367116,4,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110367636,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110368896,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110369027,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369027,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369029,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369030,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369030,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369033,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369034,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369035,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369036,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369037,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369038,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369041,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369043,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369083,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369085,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369086,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369089,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369091,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369094,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369095,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369096,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369097,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369099,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369101,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369101,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369104,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369104,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369105,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369105,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369106,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369106,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369108,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369108,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369109,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110369109,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110369261,6,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110369328,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110369440,9,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110369575,2,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110370698,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110370698,5,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110370918,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110371515,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110371982,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110372275,19,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110372430,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110372430,5,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110372769,14,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110372962,7,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110373586,51,8,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110375011,6,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110375249,11,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110375249,13,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110375278,4,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
110375278,3,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
110375580,5,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110375580,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110375674,4,3,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110375806,3,2,JAPAN/KOREA,N. AMERICA,JAPAN/KOREA,N. AMERICA
110375811,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110376073,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110376081,5,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110376081,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110376095,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110376153,6,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110377032,15,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
110378603,6,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110379093,7,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
110379217,9,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110379217,7,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110379711,2,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110379921,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110381055,5,2,TAIWAN,CHINA,TAIWAN,CHINA
110381405,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110381505,12,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
110382399,6,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110383027,8,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110383306,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110383671,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110384574,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110385951,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110386229,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110386229,5,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110386325,3,2,N. AMERICA,HKG/MFM,N. AMERICA,HKG/MFM
110386542,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110386574,3,3,CHINA,TAIWAN,CHINA,TAIWAN
110388370,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110388632,2,1,HKG/MFM,N. AMERICA,HKG/MFM,N. AMERICA
110388641,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
110388914,4,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110389044,7,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110389236,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110389321,4,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110389983,7,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110390937,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110390975,4,2,S. E. ASIA,JAPAN/KOREA,S. E. ASIA,JAPAN/KOREA
110390994,52,2,CHINA,TAIWAN,CHINA,TAIWAN
110391929,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110392798,3,2,CHINA,TAIWAN,CHINA,TAIWAN
110393837,8,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110394944,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110394944,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
110395586,4,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
110395586,3,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
110395781,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110396198,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110397203,6,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110397713,8,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110397713,9,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110397752,9,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110399223,2,1,HKG/MFM,N. AMERICA,HKG/MFM,N. AMERICA
110399686,6,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110399905,12,2,EUROPE,S. E. ASIA,EUROPE,S. E. ASIA
110400020,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
110400138,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110401967,3,2,EUROPE,HKG/MFM,EUROPE,HKG/MFM
110401988,4,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110402640,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110402734,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110403113,1,1,TAIWAN,CHINA,TAIWAN,CHINA
110404517,7,2,CHINA,TAIWAN,CHINA,TAIWAN
110405209,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110406164,3,2,EUROPE,S. E. ASIA,EUROPE,S. E. ASIA
110408672,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
110409365,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110409461,4,2,EUROPE,TAIWAN,CHINA,TAIWAN
110410479,6,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110410658,3,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
110410829,6,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110410829,5,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110411018,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110411633,2,2,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110414316,2,1,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
110414428,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110414428,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110415537,2,1,N. AMERICA,CHINA,N. AMERICA,CHINA
110415568,8,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110415724,6,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110415883,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110415917,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110416857,8,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110417219,11,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110417691,5,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110417981,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110418142,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110418537,2,1,JAPAN/KOREA,EUROPE,JAPAN/KOREA,EUROPE
110418543,3,2,EUROPE,JAPAN/KOREA,EUROPE,JAPAN/KOREA
110419641,6,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110419875,1,1,TAIWAN,CHINA,TAIWAN,CHINA
110420705,3,2,EUROPE,HKG/MFM,EUROPE,HKG/MFM
110421622,2,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
110422617,13,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110422617,14,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110422949,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110422962,1,1,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110424798,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110425013,1,1,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110425378,2,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110425744,13,2,CHINA,N. AMERICA,CHINA,N. AMERICA
110425928,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110425996,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110426050,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110426158,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110426493,5,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110426499,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110426499,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110426504,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110426532,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110426633,5,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110426679,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110426679,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110427005,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110427398,3,2,EUROPE,TAIWAN,EUROPE,TAIWAN
110428059,8,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110428133,3,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
110428133,4,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
110428214,1,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110428303,7,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110428379,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110428647,10,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110430691,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110431609,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110432390,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110434273,5,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110435676,19,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110436647,24,2,S. E. ASIA,TAIWAN,S. E. ASIA,TAIWAN
110437829,3,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110438565,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110439076,6,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110439076,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110439584,5,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
110441146,3,1,TAIWAN,S. E. ASIA,TAIWAN,S. E. ASIA
110443190,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110444512,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110444795,1,1,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110445035,3,2,N. AMERICA,HKG/MFM,N. AMERICA,HKG/MFM
110446541,13,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110447425,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110448529,1,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110449806,3,2,EUROPE,HKG/MFM,EUROPE,HKG/MFM
110450428,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110450894,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110451752,3,2,EUROPE,JAPAN/KOREA,EUROPE,JAPAN/KOREA
110452759,18,3,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110452759,17,2,CHINA,TAIWAN,CHINA,TAIWAN
110452788,4,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
110452788,3,2,S. E. ASIA,EUROPE,S. E. ASIA,EUROPE
110453107,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110453310,7,1,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110455581,6,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110456131,2,2,JAPAN/KOREA,TAIWAN,JAPAN/KOREA,TAIWAN
110456131,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110456164,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110456667,11,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110457189,1,1,TAIWAN,CHINA,TAIWAN,CHINA
110457638,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110458133,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110458283,1,1,EUROPE,TAIWAN,EUROPE,TAIWAN
110458635,5,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110458635,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110459281,2,2,N. AMERICA,TAIWAN,N. AMERICA,TAIWAN
110460671,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110461079,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110462498,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110462635,2,1,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110463150,4,2,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110463322,3,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110463618,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110463622,4,2,S. E. ASIA,N. AMERICA,S. E. ASIA,N. AMERICA
110464386,1,1,TAIWAN,CHINA,TAIWAN,CHINA
110464386,2,2,CHINA,TAIWAN,CHINA,TAIWAN
110464388,1,1,TAIWAN,CHINA,TAIWAN,CHINA
110464399,2,2,CHINA,TAIWAN,CHINA,TAIWAN
110464440,2,2,CHINA,TAIWAN,CHINA,TAIWAN
110464505,1,1,TAIWAN,CHINA,TAIWAN,CHINA
110466549,4,2,S. E. ASIA,JAPAN/KOREA,S. E. ASIA,JAPAN/KOREA
110466783,1,1,TAIWAN,N. AMERICA,TAIWAN,N. AMERICA
110467479,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110468383,1,1,TAIWAN,JAPAN/KOREA,TAIWAN,JAPAN/KOREA
110468482,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110468489,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110468509,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110468594,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
110469873,1,1,TAIWAN,S. W. PACIFIC,TAIWAN,CHINA
110470592,10,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110471149,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
110471435,4,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110471835,3,2,N. AMERICA,S. E. ASIA,N. AMERICA,S. E. ASIA
110472428,3,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110472432,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110472442,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110472451,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110472465,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110472475,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110472561,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110472561,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
110472563,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110473368,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110473373,1,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110473376,3,1,TAIWAN,EUROPE,TAIWAN,EUROPE
110473409,3,2,EUROPE,TAIWAN,EUROPE,TAIWAN
110473416,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
110473418,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
110473424,2,2,EUROPE,TAIWAN,EUROPE,TAIWAN
