TC_Area_Cd,TC_Area_Desc,Region_Cd,Region_Desc,Cntry_Cd,Cntry_3_Ltr_Cd,Cntry_Desc,Cty_Cd,Cty_Desc,Apt_Cd,Apt_Desc
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PSP,PALM SPRINGS,PSP,PALM SPRINGS INTERNATIONAL AIR
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PSX,PALACIOS,PSX,PALACIOS                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PTA,PORT ALSWORTH,PTA,PORT ALSWORTH                 
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PTB,PETERSBURG,PTB,PETERSBURG MUNICIPAL APT      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PTC,PORT ALICE,PTC,PORT ALICE                    
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PTD,PORT ALEXANDER,PTD,PORT ALEXANDER                
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PTH,PORT HEIDEN,PTH,PORT HEIDEN                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PTK,PONTIAC,PTK,PONTIAC                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PTL,PORT ARMSTRONG,PTL,PORT ARMSTRONG                
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PTN,PATTERSON,PTN,MORGAN CITY                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PTR,PLEASANT HARBOUR,PTR,PLEASANT HARBOUR              
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PTS,PITTSBURG,PTS,PITTSBURG                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PTT,PRATT,PTT,PRATT                         
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PTU,PLATINUM,PTU,PLATINUM                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PTW,POTTSTOWN,PTW,POTTSTOWN                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PUB,PUEBLO,PUB,PUEBLO AIRPORT                
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PUC,PRICE,PUC,PRICE                         
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PUL,POULSBO,PUL,POULSBO                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PUO,PRUDHOE BAY,PUO,PRODHOE BAY                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PUW,PULLMAN,PUW,PULLMAN-MOSCOW REGIONAL AIRPOR
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PVC,PROVINCETOWN,PVC,PROVINCETOWN                  
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PVD,PROVIDENCE,PVD,RHODE ISLAND AIRPORT CORPORATI
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PVF,PLACERVILLE,PVF,PLACERVILLE                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PVU,PROVO,PVU,PROVO                         
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PVW,PLAINVIEW,PVW,PLAINVIEW                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PVY,POPE VANOY,PVY,POPE VANOY                    
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PVZ,PAINESVILLE,PVZ,PAINESVILLE                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PWD,PLENTYWOOD,PWD,PLENTYWOOD                    
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PWM,PORTLAND,PWM,PORTLAND AIRPORT              
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PWT,BREMERTON,PWT,BREMERTON                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PXL,POLACCA,PXL,POLACCA                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,PYM,PLYMOUTH,PYM,PLYMOUTH                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QCE,COPPER MOUNTAIN OFF-LINE PT,QCE,COPPER MOUNTAIN               
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QCW,WILTON,QCW,WILTON                        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QDK,CHATANOOGA,QDK,CHATANOOGA                    
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QJJ,FLT LINK BUS SVC,QJJ,FLT LINK BUS SVC              
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QKB,BRECKENRIDGE,QKB,BRECKENRIDGE                  
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QKS,KEYSTONE,QKS,KEYSTONE                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QMP,FLT LINK BUS SVC,QMP,FLT LINK BUS SVC              
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QMV,MONTVALE,QMV,MONTVALE                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QNK,PSEUDO CITY,QNK,PSEUDO CITY                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QQB,QQB,QQB,QQB                           
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QQF,QQF,QQF,BRITRAIL RAIL ZONE F          
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QQT,QQT,QQT,BRITRAIL RAIL ZONE T          
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QQV,QQV,QQV,BRITRAIL RAIL ZONE V          
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QTS,ENGLEWOOD,QTS,ENGLEWOOD                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QWF,FORT COLLINS B S,QWF,FORT COLLINS B S              
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QWH,LOVELAND B S,QWH,LOVELAND B S                  
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QWM,LONGMONT B S,QWM,LONGMONT B S                  
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QWP,WINTER PARK OFF-LINE PT,QWP,WINTER PARK                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,QWY,RES SUPPORT,QWY,RES SUPPORT                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RAC,RACINE,RAC,RACINE                        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RAL,RIVERSIDE,RAL,PIVERSIDE MUNICIPAL APT       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RAL,RIVERSIDE,RIR,RIVERSIDE FLABOB APT          
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RAP,RAPID CITY,RAP,RAPID CITY MUNICIPAL AIRPORT  
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RBF,BIG BEAR,RBF,BIG BEAR                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RBG,ROSEBURG,RBG,ROSEBURG                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RBH,BROOKS LODGE,RBH,BROOKS LODGE                  
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RBK,RANCHO CALIFORNIA,RBK,RANCHO CALIFORNIA             
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RBL,RED BLUFF,RBL,RED BLUFF                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RBN,FORT JEFFERSON,RBN,FORT JEFFERSON                
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RBW,WALTERBORO,RBW,WALTERBORO                    
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RBY,RUBY,RBY,RUBY                          
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RCA,RAPID CITY ELLSWORTH AFB,RCA,RAPID CITY                    
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RCE,ROCHE HARBOR,RCE,ROCHE HARBOR                  
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RCK,ROCKDALE,RCK,ROCKDALE                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RCR,ROCHESTER,RCR,ROCHESTER                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RDB,RED DOG,RDB,RED DOG                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RDD,REDDING,RDD,REDDING MUNICIPAL AIRPORT     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RDG,READING,RDG,READING REGIONAL AIRPORT AUTHO
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RDM,REDMOND,RDM,REDMOND MUNICIPAL AIRPORT     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RDU,RALEIGH DURHAM,RDU,RALEIGH-DURHAM INTERNATIONAL A
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RDV,RED DEVIL,RDV,RED DEVIL                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,REH,REHOBOTH BCH,REH,REHOBOTH BCH                  
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RFD,ROCKFORD,RMC,ROCKFORD MACHESNEY APT        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RFD,ROCKFORD,ZRF,BUS SERVICE                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RFD,ROCKFORD,RFD,GREATER ROCKFORD AIRPORT      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RFG,REFUGIO ROOKE FILED,RFG,REFGIO ROOKE FIELD APT        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RFG,REFUGIO ROOKE FILED,VDU,REFUGIO TOM OCONNER APT       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RGR,RANGER,RGR,RANGER                        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RHI,RHINELANDER,RHI,RHINELANDER-ONEIDA COUNTY AIRP
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RIC,RICHMOND,RIC,RICHMOND INTERNATIONAL AIRPORT
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RID,RICHMOND,RID,RICHMOND                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RIE,RICE LAKE,RIE,RICE LAKE                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RIF,RICHFIELD,RIF,RICHFIELD                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RIL,RIFLE,RIL,RIFLE                         
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RIW,RIVERTON,RIW,RIVERTON AIRPORT              
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RKC,YREKA,RKC,YREKA                         
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RKD,ROCKLAND,RKD,KNOX COUNTY  AIRPORT          
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RKH,ROCK HILL,RKH,ROCK HILL                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RKP,ROCKPORT,RKP,ROCKPORT                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RKR,POTEAU,RKR,POTEAU                        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RKS,ROCK SPRINGS,RKS,ROCK SPRINGS-SWEETWATER COUNTY
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RLA,ROLLA,RLA,ROLLA                         
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RLD,RICHLAND,RLD,RICHLAND                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RLU,BORNITE,RLU,BORNITE                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RME,ROME,RME,GRIFFISS AFB                  
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RMG,ROME,RMG,ROME                          
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RMP,RAMPART,RMP,RAMPART                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RNC,MCMINNVILLE,RNC,MCMINNVILLE                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RNG,RANGELY,RNG,RANGELY                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RNH,NEW RICHMOND,RNH,NEW RICHMOND                  
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RNO,RENO,RNO,RENO-TAHOE INTERNATIONAL AIRPO
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RNT,RENTON,RNT,RENTON                        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RNZ,RENSSELAER,RNZ,RENSSELAER                    
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,ROA,ROANOKE,ROA,ROANOKE REGIONAL AIRPORT      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,ROC,ROCHESTER,ROC,MONROE COUNTY AIRPORT AUTHORIT
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,ROG,ROGERS,ROG,ROGERS                        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,ROL,ROOSEVELT,ROL,ROOSEVELT                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,ROW,ROSWELL,ROW,ROSWELL INDUSTRIAL AIR CENTER 
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RRL,MERRILL,RRL,MERRILL                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RRT,WARROAD,RRT,WARROAD                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RSH,RUSSIAN MISSION,RSH,RUSSIAN MISSION               
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RSJ,ROSARIO,RSJ,ROSARIO                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RSL,RUSSELL,RSL,RUSSELL                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RSN,RUSTON,RSN,RUSTON                        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RSP,RASPBERRY STRAIT,RSP,RASPBERRY STRAIT              
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RST,ROCHESTER,RST,ROCHESTER INTERNATIONAL AIRPOR
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RSX,ROUSES POINT,RSX,ROUSES POINT                  
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RTD,ROTUNDA,RTD,ROTUNDA                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RTE,MARGUERITE BAY,RTE,MARGUERITE BAY                
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RTL,SPIRIT LAKE,RTL,SPIRIT LAKE                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RTN,RATON,RTN,RATON                         
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RTO,COLTON,RTO,COLTON                        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RUI,RUIDOSO,RUI,RUIDOSO                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RUT,RUTLAND,RUT,RUTLAND                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RVR,GREEN RIVER,RVR,GREEN RIVER                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RWB,ROWAN BAY,RWB,ROWAN BAY                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RWF,REDWOOD FALLS,RWF,REDWOOD FALLS                 
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RWI,ROCKY MOUNT,RWI,ROCKY MOUNT                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RWL,RAWLINS,RWL,RAWLINS                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,RZZ,ROANOKE RAPIDS,RZZ,ROANOKE RAPIDS                
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SAA,SARATOGA,SAA,SARATOGA                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SAC,SACRAMENTO,SAC,SACRAMENTO EXECUTIVE APT      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SAC,SACRAMENTO,SMF,SACRAMENTO INTERNATIONAL AIRPO
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SAD,SAFFORD,SAD,SAFFORD                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SAF,SANTA FE,ZSH,BUS STATION                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SAF,SANTA FE,SAF,SANTA FE                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SAN,SAN DIEGO,SDM,SAN DIEGO BROWN MUNICIPAL APT 
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SAN,SAN DIEGO,SAN,SAN DIEGO COUNTY REGIONAL AIRP
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SAN,SAN DIEGO,MYF,MONTGOMERY FIELD              
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SAR,SPARTA,SAR,SPARTA                        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SAT,SAN ANTONIO,SKF,KELLY AFB                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SAT,SAN ANTONIO,SSF,SAN ANTONIO STINSON APT       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SAT,SAN ANTONIO,SAT,SAN ANTONIO INTERNATIONAL AIRP
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SAV,SAVANNAH,SAV,SAVANNAH/HILTON HEAD INTERNATI
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SBA,SANTA BARBARA,SBA,SANTA BARBARA MUNICIPAL APT   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SBA,SANTA BARBARA,SZN,SANTA BARBARA SANTA CRUZ ISLAN
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SBM,SHEBOYGAN,SBM,SHEBOYGAN                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SBN,SOUTH BEND,SBN,SOUTH BEND REGIONAL AIRPORT   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SBO,SALINA,SBO,SALINA                        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SBP,SAN LUIS OBISPO,SBP,SAN LUIS OBISPO COUNTY AIRPORT
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SBS,STEAMBOAT SPRINGS,SBS,STEAMBOAT SPRINGS AIRPORT     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SBT,SAN BERNARDINO,SBT,SAN BERNARDINO TRI-CITY APT   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SBT,SAN BERNARDINO,SBD,NORTON AFB                    
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SBX,SHELBY,SBX,SHELBY                        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SBY,SALISBURY,SBY,"SALISBURY,MD                  "
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SCC,PRODHOE BAY,SCC,PRUDHOE BAY DEADH             
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SCE,STATE COLLEGE,SCE,UNIVERSITY PARK AIRPORT       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SCH,SCHENECTADY,SCH,SCHENECTADY                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SCJ,SMITH COVE,SCJ,SMITH COVE                    
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SCK,STOCKTON,SCK,STOCKTON METROPOLITAN AIRPORT 
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SCM,SCAMMON BAY,SCM,SCAMMON BAY                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SDF,LOUISVILLE,SDF,LOUISVILLE REGIONAL AIRPORT AU
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SDF,LOUISVILLE,LJC,LOUISVILLE INTERCONTINENTAL AP
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SDP,SAND POINT,SDP,SAND POINT                    
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SDX,SEDONA,SDX,SEDONA                        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SDY,SIDNEY,SDY,SIDNEY                        
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SEA,SEATTLE,LKE,LAKE UNION                    
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SEA,SEATTLE,KEH,KENMORE A HARBOR              
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SEA,SEATTLE,BFI,BOEING FIELD                  
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SEA,SEATTLE,SEA,PORT OF SEATTLE               
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SEF,SEBRING,SEF,SEBRING                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SEG,SELINSGROVE,SEG,SELINSGROVE                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SEP,STEPHENVILLE,SEP,STEPHENVILLE                  
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SER,SEYMOUR,SER,SEYMOUR                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SES,SELMA,SES,SELMA SELFIELD APT            
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SFM,SANFORD,SFM,SANFORD                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SFO,SAN FRANCISCO,JCC,CHINA BASIN HLPRT             
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SFO,SAN FRANCISCO,SFO,SAN FRANCISCO INTERNATIONAL AP
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SFO,SAN FRANCISCO,EMB,SAN FRANCISCO EMBARCADERO APT 
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SFR,SAN FERNANDO,SFR,SAN FERNANDO                  
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SFY,SPRINGFIELD,CEF,WESTOVER METRO                
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SFY,SPRINGFIELD,SFY,SPRINGFIELD                   
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SFZ,SMITHFIELD,SFZ,SAN FRANCISCO-DUMMY FOR C7 MAI
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SGF,SPRINGFIELD,SGF,SPRINGFIELD-BRANSON NATIONAL A
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SGH,SPRINGFIEL,SGH,SPRINGFIEL                    
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SGT,STUTTGART,SGT,STUTTGART                     
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SGU,ST GEORGE,SGU,ST.GEORGE AIRPORT             
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SGY,SKAGWAY,SGY,SKAGWAY                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SHD,STAUNTON,SHD,SHENANDOAH VALLEY REGIONAL AIR
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SHG,SHUNGNAK,SHG,SHUNGNAK                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SHH,SHISHMAREF,SHH,SHISHMAREF                    
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SHN,SHELTON,SHN,SHELTON                       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SHR,SHERIDAN,SHR,SHERIDAN COUNTY AIRPORT       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SHV,SHREVEPORT,SHV,SHREVE AIRPORT AUTHORITY      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SHV,SHREVEPORT,DTN,SHERVEPORT DOWNTOWN APT       
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SHX,SHAGELUK,SHX,SHAGELUK                      
1,TC1    ,N.A,N. AMERICA,US,USA,UNITED STATES OF AMERICA,SIK,SIKESTON,SIK,SIKESTON                      
