Pax_key,Bag_Cnt,Bag_Wt_Msr,Unit_Qual_Cd,Wt_Knw_Ind,Pool_Ind
S_Mon_BR_3689_2001997000074142,0,0,*,*,YP 
S_Mon_BR_3689_2001997900040CDD,3,30,K,WK,NP 
S_Mon_BR_3689_2001998000009B01,1,15,K,WK,NP 
S_Mon_BR_3689_2001999A00083976,3,42,K,WK,NP 
S_Mon_BR_3689_2002090400018925,0,0,*,*,YP 
S_Mon_BR_3689_2002092A00012BA9,3,45,K,WK,NP 
S_Mon_BR_3689_2002096300011FFD,2,60,K,WK,NP 
S_Mon_BR_3689_200209820003A437,1,16,K,WK,NP 
S_Mon_BR_3689_2002098D00016E18,1,23,K,WK,NP 
S_Mon_BR_3689_2002099A0003BFD4,2,17,K,WK,NP 
S_Mon_BR_3689_2002186F0004328A,1,9,K,WK,NP 
S_Mon_BR_3689_200218E40000C6AE,1,16,K,WK,NP 
S_Mon_BR_3689_2002193F00053CA5,1,9,K,WK,NP 
S_Mon_BR_3689_200219640009C0F0,1,14,K,WK,NP 
S_Mon_BR_3689_2002197E0001A4CE,3,51,K,WK,YP 
S_Mon_BR_3689_2002198F00019715,1,8,K,WK,NP 
S_Mon_BR_3689_2002198F000218DB,2,21,K,WK,NP 
S_Mon_BR_3689_2002199100063B1C,1,7,K,WK,NP 
S_Mon_BR_3689_200219940001D85C,0,0,*,*,YP 
S_Mon_BR_3689_2002199D00028450,1,16,K,WK,NP 
S_Mon_BR_3689_2002199E00071790,1,7,K,WK,NP 
S_Mon_BR_3689_200229030000B879,0,0,*,*,YP 
S_Mon_BR_3689_2002295000026CE7,2,33,K,WK,NP 
S_Mon_BR_3689_2002295E0000A5AE,1,13,K,WK,NP 
S_Mon_BR_3689_200229620008CA2B,1,22,K,WK,NP 
S_Mon_BR_3689_2002296900014D62,0,0,*,*,YP 
S_Mon_BR_3689_2002297200023EC9,1,10,K,WK,NP 
S_Mon_BR_3689_2002297D0007CA06,2,9,K,WK,NP 
S_Mon_BR_3689_2002299100005D81,1,21,K,WK,NP 
S_Mon_BR_3689_200238C5000540B9,2,25,K,WK,NP 
S_Mon_BR_3689_20023909000A6BDE,4,30,K,WK,NP 
S_Mon_BR_3689_2002393C00063641,2,64,K,WK,NP 
S_Mon_BR_3689_2002396800047114,1,29,K,WK,NP 
S_Mon_BR_3689_2002398500019388,1,16,K,WK,NP 
S_Mon_BR_3689_2002398D000951E2,1,7,K,WK,NP 
S_Mon_BR_3689_200239900007236F,1,9,K,WK,NP 
S_Mon_BR_3689_20023997000768B9,1,26,K,WK,NP 
S_Mon_BR_3689_2002399F00037473,1,14,K,WK,NP 
S_Mon_BR_3689_200248D40000515A,1,15,K,WK,NP 
S_Mon_BR_3689_2002495F00004A3F,1,20,K,WK,NP 
S_Mon_BR_3689_2002497300078F99,0,0,*,*,YP 
S_Mon_BR_3689_2002498D00020BEB,1,19,K,WK,NP 
S_Mon_BR_3689_200259160005A005,1,7,K,WK,NP 
S_Mon_BR_3689_20025925000B4667,0,0,*,*,YP 
S_Mon_BR_3689_2002596A000074E2,1,10,K,WK,NP 
S_Mon_BR_3689_2002597000015BC4,1,10,K,WK,NP 
S_Mon_BR_3689_200259700002795B,1,27,K,WK,NP 
S_Mon_BR_3689_2002597A00031037,2,60,K,WK,NP 
S_Mon_BR_3689_2002598C0004F43C,0,0,*,*,YP 
S_Mon_BR_3689_200259900001D209,0,0,*,*,YP 
S_Mon_BR_3689_2002599B000287C4,2,30,K,WK,NP 
S_Mon_BR_3689_200268E60000420C,2,46,K,WK,NP 
S_Mon_BR_3689_200269170002C5E5,0,0,*,*,YP 
S_Mon_BR_3689_2002694400018389,2,46,K,WK,NP 
S_Mon_BR_3689_2002695500060DA8,1,13,K,WK,NP 
S_Mon_BR_3689_2002695600011917,1,19,K,WK,NP 
S_Mon_BR_3689_2002697F0000C0A2,2,28,K,WK,NP 
S_Mon_BR_3689_2002698F0000C1B0,0,0,*,*,YP 
S_Mon_BR_3689_200269900002B7DD,3,37,K,WK,NP 
S_Mon_BR_3689_200269940000943A,1,14,K,WK,NP 
S_Mon_BR_3689_2002791800055E8B,1,12,K,WK,NP 
S_Mon_BR_3689_200279240003C2D0,5,84,K,WK,YP 
S_Mon_BR_3689_20027930000B5CB0,1,25,K,WK,NP 
S_Mon_BR_3689_200279420008A306,3,74,K,WK,NP 
S_Mon_BR_3689_2002794F00016F74,1,24,K,WK,NP 
S_Mon_BR_3689_200279540001167F,1,14,K,WK,NP 
S_Mon_BR_3689_2002796000056176,1,10,K,WK,NP 
S_Mon_BR_3689_2002796900020861,2,45,K,WK,NP 
S_Mon_BR_3689_2002796A00009C8B,3,47,K,WK,NP 
S_Mon_BR_3689_2002797400042BCE,2,31,K,WK,NP 
S_Mon_BR_3689_200279970000BF64,2,25,K,WK,NP 
S_Mon_BR_3689_2002799800041575,3,30,K,WK,NP 
S_Mon_BR_3689_2002799E00016049,1,17,K,WK,NP 
S_Mon_BR_3689_20028891000139A0,1,12,K,WK,NP 
S_Mon_BR_3689_2002892A0005B709,1,12,K,WK,NP 
S_Mon_BR_3689_200289850000DF6F,1,19,K,WK,NP 
S_Mon_BR_3689_200289960000AF39,0,0,*,*,YP 
S_Mon_BR_3689_2002899B00037E5F,2,46,K,WK,NP 
S_Mon_BR_3689_200289A3000206D5,1,14,K,WK,NP 
S_Mon_BR_3689_20029907000775BF,1,15,K,WK,NP 
S_Mon_BR_3689_2002990E0007A2FE,2,21,K,WK,NP 
S_Mon_BR_3689_2002997200037A2C,2,20,K,WK,NP 
S_Mon_BR_3689_200299980005190F,0,0,*,*,YP 
S_Mon_BR_3689_200299A30000775A,1,22,K,WK,NP 
S_Mon_BR_3689_200308B10000E31B,0,0,*,*,YP 
S_Mon_BR_3689_2003097E0004E5C9,1,8,K,WK,NP 
S_Mon_BR_3689_200309870001D228,1,15,K,WK,NP 
S_Mon_BR_3689_2003098F00018585,1,28,K,WK,NP 
S_Mon_BR_3689_2003099100015975,2,15,K,WK,NP 
S_Mon_BR_3689_200309960001783B,1,9,K,WK,NP 
S_Mon_BR_3689_2003099E0007EF3C,2,42,K,WK,NP 
S_Mon_BR_3689_200509C900008110,1,15,K,WK,NP 
S_Mon_BR_3689_200509F60006562F,1,15,K,WK,NP 
S_Mon_BR_3689_20050A03000B96B8,1,14,K,WK,NP 
S_Mon_BR_3689_20050A03000B979C,1,17,K,WK,NP 
S_Mon_BR_3689_20050A340000B31A,0,0,*,*,YP 
S_Mon_BR_3689_20050A4A000145E3,1,12,K,WK,NP 
S_Mon_BR_3689_20050A4B000299EE,1,9,K,WK,NP 
S_Mon_BR_3689_20050A4B00085D2D,1,13,K,WK,NP 
S_Mon_BR_3689_20050A5400025CCB,6,133,K,WK,YP 
S_Mon_BR_3689_200519EB0002232A,1,12,K,WK,NP 
S_Mon_BR_3689_200519EF0006D9DA,2,32,K,WK,NP 
S_Mon_BR_3689_20051A000008AB87,1,5,K,WK,NP 
S_Mon_BR_3689_20051A040000DBD8,2,50,K,WK,NP 
S_Mon_BR_3689_20051A1A00026D01,1,29,K,WK,NP 
S_Mon_BR_3689_20051A210006E0B9,1,16,K,WK,NP 
S_Mon_BR_3689_20051A22000931F6,1,19,K,WK,NP 
S_Mon_BR_3689_20051A350000A450,2,30,K,WK,NP 
S_Mon_BR_3689_20051A430002593E,2,29,K,WK,NP 
S_Mon_BR_3689_20051A5100076148,1,27,K,WK,NP 
S_Mon_BR_3689_200529E50001AC49,5,48,K,WK,NP 
S_Mon_BR_3689_20052A0C000AABE0,7,154,K,WK,YP 
S_Mon_BR_3689_20052A42000544C9,1,13,K,WK,NP 
S_Mon_BR_3689_20052A540005BD8B,0,0,*,*,YP 
S_Mon_BR_3689_200539D60008B90F,1,15,K,WK,NP 
S_Mon_BR_3689_20053A0900085F11,2,23,K,WK,NP 
S_Mon_BR_3689_20053A1A00081AB2,1,6,K,WK,NP 
S_Mon_BR_3689_20053A3F0006C24E,3,30,K,WK,NP 
S_Mon_BR_3689_20053A4B0002519A,1,30,K,WK,NP 
S_Mon_BR_3689_20053A5900015910,1,20,K,WK,NP 
S_Mon_BR_3689_200549C4000A7E2A,1,22,K,WK,NP 
S_Mon_BR_3689_200549F100084B41,0,0,*,*,YP 
S_Mon_BR_3689_20054A190009C4D3,2,32,K,WK,NP 
S_Mon_BR_3689_20054A2E0002072C,0,0,*,*,YP 
S_Mon_BR_3689_20054A2E00050990,2,24,K,WK,NP 
S_Mon_BR_3689_20054A3B00001DB9,2,29,K,WK,NP 
S_Mon_BR_3689_20054A4D00029334,0,0,*,*,YP 
S_Mon_BR_3689_200559DF00063262,2,30,K,WK,NP 
S_Mon_BR_3689_200559EA000666FD,1,15,K,WK,NP 
S_Mon_BR_3689_20055A230001A3E8,5,57,K,WK,YP 
S_Mon_BR_3689_20055A4B0000DAF0,5,100,K,WK,YP 
S_Mon_BR_3689_200569F70000569A,2,30,K,WK,NP 
S_Mon_BR_3689_20056A300006240A,3,18,K,WK,NP 
S_Mon_BR_3689_200579A5000235DF,1,10,K,WK,NP 
S_Mon_BR_3689_200589FC00013AB1,2,40,K,WK,NP 
S_Mon_BR_3689_20058A060006BA85,1,26,K,WK,NP 
S_Mon_BR_3689_20058A1300019045,1,17,K,WK,NP 
S_Mon_BR_3689_20058A1900097A02,1,14,K,WK,NP 
S_Mon_BR_3689_20058A2B0000CEF7,1,12,K,WK,NP 
S_Mon_BR_3689_20059A05000235FB,1,21,K,WK,YP 
S_Mon_BR_3689_20059A2A00009518,0,0,*,*,YP 
S_Mon_BR_3689_20059A39000044CB,1,17,K,WK,NP 
S_Mon_BR_3689_20059A3C000585FD,1,17,K,WK,NP 
S_Mon_BR_3689_20059A3E0000149E,2,40,K,WK,NP 
S_Mon_BR_3689_20059A500006A441,3,50,K,WK,NP 
S_Mon_BR_3689_2005A9C00007E711,1,6,K,WK,NP 
S_Mon_BR_3689_2005A9DD00011112,3,52,K,WK,NP 
S_Mon_BR_3689_2005AA1500031639,1,15,K,WK,NP 
S_Mon_BR_3689_2005AA3C00018B20,1,11,K,WK,NP 
S_Mon_BR_3689_2005AA54000534AC,1,10,K,WK,NP 
S_Mon_BR_3689_2005B9FF0003237B,3,21,K,WK,NP 
S_Mon_BR_3689_2005BA0D000124F4,1,19,K,WK,NP 
S_Mon_BR_3689_2005BA4C0004F85E,0,0,*,*,YP 
S_Mon_BR_3689_2005BA52000A861B,1,11,K,WK,NP 
S_Mon_BR_3689_2005C9A400035201,2,29,K,WK,YP 
S_Mon_BR_3689_2005C9B2000793CE,2,21,K,WK,NP 
S_Mon_BR_3689_2005CA0D0002B51D,1,13,K,WK,NP 
S_Mon_BR_3689_2005CA4C0001FAF6,4,51,K,WK,NP 
S_Mon_BR_3689_2005CA570000C944,2,32,K,WK,NP 
S_Mon_BR_3689_2005D9C30001FCC5,3,37,K,WK,YP 
S_Mon_BR_3689_2005D9D80001B53D,1,20,K,WK,NP 
S_Mon_BR_3689_2005D9DC000A5914,1,30,K,WK,NP 
S_Mon_BR_3689_2005DA14000199BE,2,18,K,WK,NP 
S_Mon_BR_3689_2005DA4300019180,0,0,*,*,YP 
S_Mon_BR_3689_2005DA4D0000985D,1,15,K,WK,NP 
S_Mon_BR_3689_2005DA5300062EA9,0,0,*,*,YP 
S_Mon_BR_3689_2005DA5400024B93,1,20,K,WK,NP 
S_Mon_BR_3689_2005E9DB0006FC18,1,15,K,WK,NP 
S_Mon_BR_3689_2005E9EC0005A3BA,0,0,*,*,YP 
S_Mon_BR_3689_2005EA03000A76AD,1,16,K,WK,NP 
S_Mon_BR_3689_2005EA2F00012139,1,8,K,WK,NP 
S_Mon_BR_3689_2005EA5100021A72,3,54,K,WK,NP 
S_Mon_BR_3689_2005EA520007E568,2,40,K,WK,NP 
S_Mon_BR_3689_2005FA1300032526,1,9,K,WK,NP 
S_Mon_BR_3689_2005FA220001D65F,2,46,K,WK,NP 
S_Mon_BR_3689_2005FA260003A82A,2,30,K,WK,YP 
S_Mon_BR_3689_2005FA2F0000CFE7,1,17,K,WK,NP 
S_Mon_BR_3689_2005FA300001EC76,2,64,K,WK,NP 
S_Mon_BR_3689_2005FA4200020D2B,1,30,K,WK,NP 
S_Mon_BR_3689_200609A500044BA4,2,46,K,WK,NP 
S_Mon_BR_3689_200609FC0004456E,2,25,K,WK,NP 
S_Mon_BR_3689_20060A540000AD79,8,184,K,WK,YP 
S_Mon_BR_3689_200619E2000A676F,4,48,K,WK,NP 
S_Mon_BR_3689_20061A040002A6DB,2,35,K,WK,NP 
S_Mon_BR_3689_20061A3A000072AD,1,23,K,WK,NP 
S_Mon_BR_3689_20061A49000132B4,1,10,K,WK,NP 
S_Mon_BR_3689_200629B70000DC46,2,45,K,WK,NP 
S_Mon_BR_3689_20222987000159E5,1,12,K,WK,NP 
S_Mon_BR_3689_2022299D0008C733,1,21,K,WK,NP 
S_Mon_BR_3689_2032098E0002DB57,0,0,*,*,YP 
S_Mon_BR_3689_2032098F00007DD5,1,16,K,WK,NP 
S_Mon_BR_3689_2032099000001BC0,1,19,K,WK,NP 
S_Mon_BR_3689_2032099A00014452,1,16,K,WK,NP 
S_Mon_BR_3689_2032099D00022614,2,30,K,WK,NP 
S_Mon_BR_3689_203209A10004A657,2,46,K,WK,NP 
S_Mon_BR_3689_204038E700062829,2,46,K,WK,NP 
S_Mon_BR_3689_204039560008AAB3,1,17,K,WK,NP 
S_Mon_BR_3689_204039620003A3E5,1,27,K,WK,NP 
S_Mon_BR_3689_204039650002EEF2,2,41,K,WK,YP 
S_Mon_BR_3689_204039740001A6E5,1,11,K,WK,NP 
S_Mon_BR_3689_2040397E00025C5A,1,9,K,WK,NP 
S_Mon_BR_3689_2040398A0000F438,1,15,K,WK,NP 
S_Mon_BR_3689_2040399C0000935C,2,46,K,WK,NP 
S_Mon_BR_3689_204039A10001D79B,3,52,K,WK,NP 
S_Mon_BR_3689_2040490300002C69,1,15,K,WK,NP 
S_Mon_BR_3689_2040490800021595,2,18,K,WK,NP 
S_Mon_BR_3689_204049210002E07F,2,30,K,WK,NP 
S_Mon_BR_3689_204049690000A923,1,7,K,WK,NP 
S_Mon_BR_3689_204358D10003790B,1,15,K,WK,NP 
S_Mon_BR_3689_20435914000665AA,2,30,K,WK,NP 
S_Mon_BR_3689_20435931000B5F4C,0,0,*,*,YP 
S_Mon_BR_3689_2043596200010652,1,14,K,WK,NP 
S_Mon_BR_3689_204359810003CC59,1,12,K,WK,NP 
S_Mon_BR_3689_2043598E00026EC8,2,20,K,WK,NP 
S_Mon_BR_3689_2043598F0000D993,2,30,K,WK,NP 
S_Mon_BR_3689_2043599400007BF9,1,23,K,WK,NP 
S_Mon_BR_3689_2043599500054D62,0,0,*,*,YP 
S_Mon_BR_3689_20504905000031C5,2,35,K,WK,YP 
S_Mon_BR_3689_2050493C00076CCB,0,0,*,*,YP 
S_Mon_BR_3689_2050498600039F54,0,0,*,*,YP 
S_Mon_BR_3689_205049900002E524,2,35,K,WK,YP 
S_Mon_BR_3689_2050499C00005DC5,3,52,K,WK,YP 
S_Mon_BR_3689_2050499E00007DFB,2,34,K,WK,NP 
S_Mon_BR_3689_206048D8000060DA,1,6,K,WK,NP 
S_Mon_BR_3689_206048EB00011557,1,14,K,WK,NP 
S_Mon_BR_3689_2060493C0000AD7D,2,13,K,WK,NP 
S_Mon_BR_3689_2060496B00027625,2,43,K,WK,YP 
S_Mon_BR_3689_2060496D000710EE,1,17,K,WK,NP 
S_Mon_BR_3689_2060497100046774,4,90,K,WK,YP 
S_Mon_BR_3689_2060498A0001A85D,1,15,K,WK,NP 
S_Mon_BR_3689_206049940002DBC2,2,29,K,WK,NP 
S_Mon_BR_3689_2060499C0008512D,1,13,K,WK,NP 
S_Mon_BR_3689_2060499E00027550,1,21,K,WK,NP 
S_Mon_BR_3689_2063290200029AA8,1,26,K,WK,NP 
S_Mon_BR_3689_20632911000267B0,2,44,K,WK,NP 
S_Mon_BR_3689_206329260007B45B,1,12,K,WK,NP 
S_Mon_BR_3689_2063295400027481,1,10,K,WK,NP 
S_Mon_BR_3689_206329590002A4F7,1,16,K,WK,NP 
S_Mon_BR_3689_206329630001E8B6,0,0,*,*,YP 
S_Mon_BR_3689_2063297400092E21,2,38,K,WK,NP 
S_Mon_BR_3689_20632987000053B7,1,23,K,WK,NP 
S_Mon_BR_3689_20632990000291C1,0,0,*,*,YP 
S_Mon_BR_3689_2063299D00009F0A,2,46,K,WK,NP 
S_Mon_BR_3689_3002384C000019FF,4,91,K,WK,YP 
S_Mon_BR_3689_300339EB0000491D,1,18,K,WK,NP 
S_Mon_BR_3689_3003490700000B51,2,18,K,WK,NP 
S_Mon_BR_3689_3003491200003DDD,1,16,K,WK,NP 
S_Mon_BR_3689_300349120000D2CA,1,20,K,WK,YP 
S_Mon_BR_3689_300349120001030A,1,25,K,WK,NP 
S_Mon_BR_3689_300349120001156F,1,15,K,WK,NP 
S_Mon_BR_3689_300349C8000008B8,7,82,K,WK,YP 
S_Mon_BR_3689_3003697900002738,1,15,K,WK,NP 
S_Mon_BR_3689_300379DD000052CB,2,46,K,WK,NP 
S_Mon_BR_3689_3003B91300001EB9,1,10,K,WK,NP 
S_Mon_BR_3689_3003B9B200007D66,1,12,K,WK,NP 
S_Mon_BR_3689_3003B9B200009395,2,29,K,WK,NP 
S_Mon_BR_3689_3003D91000007E7F,1,13,K,WK,NP 
S_Mon_BR_3689_3003D91000007E8A,2,40,K,WK,NP 
S_Mon_BR_3689_3003DA47000000F7,1,12,K,WK,NP 
S_Mon_BR_3689_3003E90E00002A54,2,25,K,WK,NP 
S_Mon_BR_3689_3003E90E0000329A,1,28,K,WK,NP 
S_Mon_BR_3689_3003E90E00005447,2,28,K,WK,NP 
S_Mon_BR_3689_3003E90F00000C8E,2,30,K,WK,NP 
S_Mon_BR_3689_3003E91500002184,2,14,K,WK,NP 
S_Mon_BR_3689_3003E91500004B78,1,17,K,WK,NP 
S_Mon_BR_3689_3003E91500004EF5,1,19,K,WK,NP 
S_Mon_BR_3689_3003E91500009BA0,1,23,K,WK,NP 
S_Mon_BR_3689_3003E91500009F37,1,23,K,WK,NP 
S_Mon_BR_3689_3003E9150000BD44,2,21,K,WK,NP 
S_Mon_BR_3689_3003E9150000DEC7,2,26,K,WK,NP 
S_Mon_BR_3689_3003F9D900001372,1,8,K,WK,NP 
S_Mon_BR_3689_3004490F00007B9F,1,10,K,WK,NP 
S_Mon_BR_3689_30046A2000008D0E,0,0,*,*,YP 
S_Mon_BR_3689_3004999300003ED8,1,13,K,WK,NP 
S_Mon_BR_3690_10ACB200002EA1F8,2,36,K,WK,NP 
S_Mon_BR_3690_10ACB200002EC0E5,3,61,K,WK,NP 
S_Mon_BR_3690_10ACB200003245F9,1,25,K,WK,NP 
S_Mon_BR_3690_200198F30003E96E,0,0,*,*,YP 
S_Mon_BR_3690_2001994100014A4B,3,71,K,WK,NP 
S_Mon_BR_3690_2001996500022DF2,2,46,K,WK,NP 
S_Mon_BR_3690_200199820002E388,2,45,K,WK,NP 
S_Mon_BR_3690_2001998500023826,2,40,K,WK,NP 
S_Mon_BR_3690_200199870000509F,1,9,K,WK,NP 
S_Mon_BR_3690_2001998D0000DA39,1,23,K,WK,NP 
S_Mon_BR_3690_2001998D0005E1C1,3,21,K,WK,NP 
S_Mon_BR_3690_200199920004C40A,1,9,K,WK,NP 
S_Mon_BR_3690_2001999300005BD0,2,45,K,WK,NP 
S_Mon_BR_3690_2002093600016F75,2,42,K,WK,YP 
S_Mon_BR_3690_200209500008C3DC,2,29,K,WK,NP 
S_Mon_BR_3690_2002096200009039,2,46,K,WK,NP 
S_Mon_BR_3690_20020971000A086E,2,46,K,WK,NP 
S_Mon_BR_3690_2002098F0000951A,2,30,K,WK,NP 
S_Mon_BR_3690_2002098F0000C5D8,2,46,K,WK,NP 
S_Mon_BR_3690_20020993000657EE,2,20,K,WK,NP 
S_Mon_BR_3690_2002099A000071D0,2,46,K,WK,NP 
S_Mon_BR_3690_200219290002FED0,2,30,K,WK,NP 
S_Mon_BR_3690_2002195E000997A7,2,28,K,WK,NP 
S_Mon_BR_3690_2002196F0001B5F6,2,31,K,WK,NP 
S_Mon_BR_3690_2002197500045B29,1,13,K,WK,NP 
S_Mon_BR_3690_2002199B0006A84F,2,45,K,WK,NP 
S_Mon_BR_3690_200228D400006D0D,2,46,K,WK,NP 
S_Mon_BR_3690_200229100003E585,1,23,K,WK,NP 
S_Mon_BR_3690_200229630001AAE0,1,18,K,WK,NP 
S_Mon_BR_3690_2002299B00006531,2,22,K,WK,NP 
S_Mon_BR_3690_2002299F00015578,0,0,*,*,YP 
S_Mon_BR_3690_200239460001DB09,1,22,K,WK,NP 
S_Mon_BR_3690_2002396B0002881A,1,30,K,WK,NP 
S_Mon_BR_3690_200239800000B37F,3,53,K,WK,NP 
S_Mon_BR_3690_2002399000067DCC,2,46,K,WK,NP 
S_Mon_BR_3690_2002399E0000F358,2,42,K,WK,NP 
S_Mon_BR_3690_2002399E000A2C54,2,46,K,WK,NP 
S_Mon_BR_3690_200239A10000FA01,1,17,K,WK,NP 
S_Mon_BR_3690_200239A1000A9129,0,0,*,*,YP 
S_Mon_BR_3690_2002491900074667,12,168,K,WK,YP 
S_Mon_BR_3690_2002492000006EA3,4,58,K,WK,NP 
S_Mon_BR_3690_2002495A000260B2,2,46,K,WK,NP 
S_Mon_BR_3690_2002497000026E0B,2,45,K,WK,NP 
S_Mon_BR_3690_200249720007AFDD,0,0,*,*,YP 
S_Mon_BR_3690_2002498400004398,3,62,K,WK,NP 
S_Mon_BR_3690_200249930004CDD7,1,21,K,WK,NP 
S_Mon_BR_3690_200249A10001C9CB,1,13,K,WK,NP 
S_Mon_BR_3690_200258B900037DE6,1,22,K,WK,NP 
S_Mon_BR_3690_2002592600025A51,2,21,K,WK,YP 
S_Mon_BR_3690_200259500008A415,2,41,K,WK,NP 
S_Mon_BR_3690_200259640001DB0C,1,23,K,WK,NP 
S_Mon_BR_3690_2002596B00013BF1,2,18,K,WK,YP 
S_Mon_BR_3690_200259980001AB30,1,12,K,WK,NP 
S_Mon_BR_3690_200259990005198A,3,53,K,WK,NP 
S_Mon_BR_3690_200268E900007192,2,36,K,WK,NP 
S_Mon_BR_3690_200268EF00081781,0,0,*,*,YP 
S_Mon_BR_3690_200269360004A99A,3,53,K,WK,NP 
S_Mon_BR_3690_2002696F0000638E,1,9,K,WK,NP 
S_Mon_BR_3690_2002790300006825,2,44,K,WK,NP 
S_Mon_BR_3690_20027974000769D2,1,20,K,WK,NP 
S_Mon_BR_3690_200279840005C996,1,13,K,WK,NP 
S_Mon_BR_3690_2002798E000156FD,1,20,K,WK,NP 
S_Mon_BR_3690_2002799B00041A8A,1,17,K,WK,NP 
S_Mon_BR_3690_20028935000C28E0,2,46,K,WK,NP 
S_Mon_BR_3690_2002897F0004FF04,2,45,K,WK,NP 
S_Mon_BR_3690_20028982000198C3,3,52,K,WK,NP 
S_Mon_BR_3690_200289880001EFA7,3,61,K,WK,NP 
S_Mon_BR_3690_2002898F0000EBC1,0,0,*,*,YP 
S_Mon_BR_3690_200298D20002BAB9,2,45,K,WK,NP 
S_Mon_BR_3690_2002998C00030F33,2,45,K,WK,NP 
S_Mon_BR_3690_2002998D0002FFE5,2,40,K,WK,NP 
S_Mon_BR_3690_200299A0000237D7,2,40,K,WK,NP 
S_Mon_BR_3690_200308F40009FABA,2,35,K,WK,NP 
S_Mon_BR_3690_2003090F0000DCE4,0,0,*,*,YP 
S_Mon_BR_3690_2003094E00023403,1,16,K,WK,NP 
S_Mon_BR_3690_2003095900026B9D,2,46,K,WK,NP 
S_Mon_BR_3690_2003097000074074,1,23,K,WK,NP 
S_Mon_BR_3690_200309750001365D,2,40,K,WK,NP 
S_Mon_BR_3690_2003097600063535,2,30,K,WK,NP 
S_Mon_BR_3690_200309820004A675,1,16,K,WK,NP 
S_Mon_BR_3690_200509FF000B9B22,2,35,K,WK,NP 
S_Mon_BR_3690_20050A39000453B7,2,46,K,WK,NP 
S_Mon_BR_3690_20050A4000055A63,1,23,K,WK,NP 
S_Mon_BR_3690_20050A42000063BF,2,44,K,WK,NP 
S_Mon_BR_3690_20050A450001AC95,0,0,*,*,YP 
S_Mon_BR_3690_20050A530001C61D,1,20,K,WK,NP 
S_Mon_BR_3690_200519B10000F6EB,2,30,K,WK,NP 
S_Mon_BR_3690_200519DF00052946,2,54,K,WK,NP 
S_Mon_BR_3690_200519EE0008802B,2,36,K,WK,NP 
S_Mon_BR_3690_20051A170009A751,2,46,K,WK,NP 
S_Mon_BR_3690_20051A2E0000A144,0,0,*,*,YP 
S_Mon_BR_3690_20051A37000107AB,2,44,K,WK,NP 
S_Mon_BR_3690_20051A3F00006D29,2,46,K,WK,NP 
S_Mon_BR_3690_20051A4400016E0A,2,44,K,WK,NP 
S_Mon_BR_3690_20052A1A00023A28,2,46,K,WK,NP 
S_Mon_BR_3690_20052A1C000009B2,2,45,K,WK,NP 
S_Mon_BR_3690_20052A2F0005C8E9,2,44,K,WK,NP 
S_Mon_BR_3690_20052A420002CDC0,2,46,K,WK,NP 
S_Mon_BR_3690_20052A4900032218,2,46,K,WK,NP 
S_Mon_BR_3690_20052A5500057CAC,2,45,K,WK,NP 
S_Mon_BR_3690_20053A2D000937EE,3,52,K,WK,NP 
S_Mon_BR_3690_20053A5B00003469,2,29,K,WK,NP 
S_Mon_BR_3690_200549A900011755,2,55,K,WK,NP 
S_Mon_BR_3690_200549DA000919F5,2,40,K,WK,NP 
S_Mon_BR_3690_200549F0000A116D,2,41,K,WK,NP 
S_Mon_BR_3690_20054A260004F802,2,46,K,WK,NP 
S_Mon_BR_3690_20054A2A0001B0D0,2,46,K,WK,NP 
S_Mon_BR_3690_20054A300007C251,3,53,K,WK,NP 
S_Mon_BR_3690_20054A380006369E,0,0,*,*,YP 
S_Mon_BR_3690_20054A3D0001A366,2,46,K,WK,NP 
S_Mon_BR_3690_20054A490000351C,3,53,K,WK,NP 
S_Mon_BR_3690_200559DE0007101A,1,14,K,WK,NP 
S_Mon_BR_3690_200559EC00068F15,2,28,K,WK,NP 
S_Mon_BR_3690_20055A570000CD4C,1,23,K,WK,NP 
S_Mon_BR_3690_20055A580002A05B,4,79,K,WK,NP 
S_Mon_BR_3690_20056A140005D944,2,38,K,WK,NP 
S_Mon_BR_3690_20056A3D0002CFA4,2,43,K,WK,NP 
S_Mon_BR_3690_200589E800004489,1,27,K,WK,NP 
S_Mon_BR_3690_20058A280003EAC0,2,45,K,WK,NP 
S_Mon_BR_3690_20058A3E00074AD8,0,0,*,*,YP 
S_Mon_BR_3690_20058A49000193E7,2,45,K,WK,NP 
S_Mon_BR_3690_20058A4E00065101,3,53,K,WK,NP 
S_Mon_BR_3690_20059A37000BAB87,1,25,K,WK,NP 
S_Mon_BR_3690_20059A38000269CF,2,42,K,WK,NP 
S_Mon_BR_3690_20059A420005C3A2,3,84,K,WK,YP 
S_Mon_BR_3690_20059A4600004B5E,1,14,K,WK,NP 
S_Mon_BR_3690_20059A5100028809,2,30,K,WK,NP 
S_Mon_BR_3690_20059A5200023A27,2,45,K,WK,NP 
S_Mon_BR_3690_2005A9A30005DB62,1,23,K,WK,NP 
S_Mon_BR_3690_2005A9A30006A3A1,2,40,K,WK,NP 
S_Mon_BR_3690_2005AA0000041838,3,53,K,WK,NP 
S_Mon_BR_3690_2005AA3500025DA9,3,78,K,WK,NP 
S_Mon_BR_3690_2005AA3900009949,1,22,K,WK,NP 
S_Mon_BR_3690_2005AA44000252A7,1,11,K,WK,NP 
S_Mon_BR_3690_2005AA4B00017B2B,2,46,K,WK,NP 
S_Mon_BR_3690_2005B9ED00029D2E,2,46,K,WK,NP 
